"","ssn","annual_income"
"1362",259707598,48100
"1363",259742116,89600
"1364",259818053,21900
"1365",259936592,10200
"1366",260066032,63700
"1367",260254936,78200
"1368",260373522,53500
"1369",260472932,46700
"1370",260486379,62300
"1371",260571887,82700
"1372",260703136,34700
"1373",260750599,37500
"1374",260837442,43100
"1375",260971860,44400
"1376",261493677,11300
"1377",261551234,35700
"1378",261568027,23200
"1379",261679115,51900
"1380",261682722,214900
"1381",261759841,59600
"1382",261830190,50100
"1383",261899252,68200
"1384",262171696,41200
"1385",262203392,74200
"1386",262228957,82000
"1387",262248551,89900
"1388",262275122,58800
"1389",262337599,45000
"1390",262338074,78000
"1391",262523076,49700
"1392",262524105,60600
"1393",262577344,10600
"1394",262618220,45900
"1395",262848368,73600
"1396",262937022,56500
"1397",263087646,54800
"1398",263267027,83300
"1399",263634406,23500
"1400",263666640,19400
"1401",263700945,11100
"1402",263755729,75100
"1403",263950396,33200
"1404",264004235,33000
"1405",264138026,40700
"1406",264155860,67000
"1407",264275041,41700
"1408",264361257,20000
"1409",264623355,66200
"1410",264909322,74100
"1411",265216963,23800
"1412",265263730,53000
"1413",265426234,22300
"1414",265444616,87300
"1415",265650795,79900
"1416",265842711,65800
"1417",266314073,88300
"1418",266348921,74900
"1419",266417636,65200
"1420",266471474,36000
"1421",266624246,57700
"1422",266774924,46300
"1423",266780807,70700
"1424",266897937,39700
"1425",267078363,78900
"1426",267289545,15000
"1427",267453626,334800
"1428",267550142,88000
"1429",267625786,57300
"1430",267635461,64300
"1431",267768528,60100
"1432",267867389,36400
"1433",267954989,74600
"1434",267999233,85900
"1435",268014835,70300
"1436",268095667,16100
"1437",268282056,50500
"1438",268305825,89600
"1439",268442252,76900
"1440",268482234,48000
"1441",269057931,42000
"1442",269183058,81600
"1443",269199483,20400
"1444",269208702,29500
"1445",269229915,74400
"1446",269250517,85200
"1447",269275104,20600
"1448",269349737,81700
"1449",269395639,17800
"1450",269424879,50600
"1451",269557511,57300
"1452",269708150,24100
"1453",269789680,33700
"1454",269832691,76000
"1455",269971075,11600
"1456",270102051,19700
"1457",270139281,34100
"1458",270284990,41700
"1459",270289620,71200
"1460",270515197,10700
"1461",270537693,72400
"1462",270556584,60900
"1463",270578126,16100
"1464",270579947,69600
"1465",270712153,81200
"1466",270821663,34300
"1467",270860588,18100
"1468",270910239,61800
"1469",270934646,67500
"1470",270977238,22000
"1471",271012632,39500
"1472",271242578,422200
"1473",271554790,63000
"1474",271860382,38300
"1475",271884959,27300
"1476",271979075,13600
"1477",272129760,35300
"1478",272198707,55400
"1479",272390272,29200
"1480",272437742,53200
"1481",272490647,81500
"1482",272734762,14400
"1483",272893837,82400
"1484",272935935,25900
"1485",273043777,88300
"1486",273381800,65100
"1487",273448323,55500
"1488",273940643,55100
"1489",273967432,76600
"1490",274095863,51100
"1491",274180224,78500
"1492",274498411,56100
"1493",274531467,79400
"1494",274574874,52400
"1495",274816999,29800
"1496",275069809,64900
"1497",275081336,13000
"1498",275272640,58200
"1499",275308895,88300
"1500",275441329,30500
"1501",275587279,87800
"1502",275694692,183900
"1503",276055702,66600
"1504",276074955,52900
"1505",276166162,41600
"1506",276296256,86200
"1507",276524190,85800
"1508",276579416,80700
"1509",276609539,427200
"1510",276770330,24000
"1511",276993061,84600
"1512",277047607,50300
"1513",277112813,58800
"1514",277204598,39600
"1515",277350251,52100
"1516",277386997,74900
"1517",277419513,48600
"1518",277591012,60900
"1519",277689465,18200
"1520",277719133,57100
"1521",277793306,87800
"1522",277796738,45600
"1523",277829104,21400
"1524",277862518,40600
"1525",278055506,44300
"1526",278145085,24200
"1527",278175617,65400
"1528",278292354,76800
"1529",278468103,65900
"1530",278557125,21100
"1531",278681502,28800
"1532",278760725,19600
"1533",278964807,50000
"1534",279101311,70300
"1535",279124729,88300
"1536",279220775,30900
"1537",279332673,46400
"1538",279705753,24600
"1539",279971162,28700
"1540",280019739,75300
"1541",280029781,34200
"1542",280032507,41600
"1543",280101013,45800
"1544",280201741,13900
"1545",280466701,50700
"1546",280683812,87100
"1547",280845204,76500
"1548",280852211,74700
"1549",281074437,29900
"1550",281172677,53100
"1551",281249336,66500
"1552",281290468,46100
"1553",281518970,49500
"1554",281617695,73300
"1555",281740687,72400
"1556",281758628,65500
"1557",281805304,51700
"1558",281852249,25400
"1559",281854208,66100
"1560",281959070,34500
"1561",282099148,61000
"1562",282357273,33900
"1563",282357434,38900
"1564",282669849,65800
"1565",282881580,10600
"1566",283121346,48900
"1567",283311387,59200
"1568",283453604,47900
"1569",283669574,87200
"1570",284146913,27300
"1571",284227043,81100
"1572",284361075,87900
"1573",284837831,58700
"1574",284843201,57700
"1575",284872136,19200
"1576",285195504,59500
"1577",285332202,81600
"1578",285697497,70700
"1579",285718863,55100
"1580",285824022,10000
"1581",285893033,66700
"1582",285903185,41900
"1583",285958861,52500
"1584",286003307,70900
"1585",286265261,85500
"1586",286389774,18100
"1587",286402470,89500
"1588",286421004,26100
"1589",286421481,63700
"1590",286471080,32800
"1591",286505203,70600
"1592",286514086,22500
"1593",286602456,32500
"1594",286941818,89600
"1595",287046655,73100
"1596",287052637,23800
"1597",287161733,81500
"1598",287257028,38700
"1599",287264417,45100
"1600",287457208,78500
"1601",287703748,63700
"1602",288230573,52800
"1603",288574603,27900
"1604",288721643,18500
"1605",288728999,76000
"1606",288826064,51100
"1607",289057977,80600
"1608",289088477,77200
"1609",289184742,80900
"1610",289258399,39400
"1611",289396107,12100
"1612",289577842,13400
"1613",289941848,72900
"1614",289980778,33400
"1615",290228109,70000
"1616",290506887,89400
"1617",290629251,46000
"1618",290801804,21300
"1619",290852130,24600
"1620",290889333,25700
"1621",290968270,43100
"1622",291320992,73800
"1623",291520333,62100
"1624",291534120,78600
"1625",291545742,27000
"1626",291688357,25400
"1627",291816345,84900
"1628",292136557,76400
"1629",292269618,12800
"1630",292349817,11700
"1631",292603528,13800
"1632",292633384,26800
"1633",292730112,75500
"1634",292767918,27900
"1635",292785200,74300
"1636",292994504,36800
"1637",293023180,53300
"1638",293047067,77800
"1639",293270940,43400
"1640",293377539,26400
"1641",293469254,17100
"1642",293536006,67300
"1643",293622968,64800
"1644",293827005,81100
"1645",293849356,43300
"1646",293952095,77500
"1647",293996898,50700
"1648",294009633,59700
"1649",294018728,46200
"1650",294039567,58700
"1651",294263625,23700
"1652",294294761,15300
"1653",294362412,67600
"1654",294408088,82300
"1655",294425750,45900
"1656",294742449,33200
"1657",294869789,83900
"1658",294871525,10500
"1659",294966554,57500
"1660",295040766,77500
"1661",295086358,85500
"1662",295158578,59600
"1663",295435525,52000
"1664",295449384,13900
"1665",295492253,63200
"1666",295696593,86700
"1667",295728535,87000
"1668",295802705,64200
"1669",296108166,27700
"1670",296209820,291100
"1671",296440461,13000
"1672",296519836,163000
"1673",296555200,27500
"1674",296683965,63700
"1675",296787672,87400
"1676",297055403,80500
"1677",297070209,18400
"1678",297424932,13100
"1679",297619115,46100
"1680",297824400,10100
"1681",298045251,69200
"1682",298298829,27000
"1683",298440956,37100
"1684",298790751,13700
"1685",299043107,13700
"1686",299049652,88800
"1687",299076715,29500
"1688",299089685,15300
"1689",299129399,86300
"1690",299311865,64700
"1691",299312843,24500
"1692",299472697,36400
"1693",299499908,56200
"1694",299501046,46700
"1695",299785370,54700
"1696",299852495,79300
"1697",300162362,34500
"1698",300459357,23400
"1699",300611870,12100
"1700",300689504,52900
"1701",300694770,88800
"1702",300761862,49700
"1703",300878428,39500
"1704",300880552,16300
"1705",300894145,81600
"1706",300920282,31800
"1707",300935200,35700
"1708",300968333,50500
"1709",301310937,34600
"1710",301435497,30900
"1711",301444664,22100
"1712",302004523,58300
"1713",302117348,39300
"1714",302396629,32200
"1715",302533804,36900
"1716",302551205,87700
"1717",302591583,43000
"1718",302634430,52200
"1719",302985446,60400
"1720",303052804,78500
"1721",303177344,81300
"1722",303267279,20700
"1723",303302178,58900
"1724",303379705,62500
"1725",303569421,40100
"1726",303613815,31900
"1727",303690138,56200
"1728",303833406,29000
"1729",303937282,15400
"1730",304215504,86400
"1731",304261851,79900
"1732",304302906,47700
"1733",304325907,32600
"1734",304350072,80800
"1735",304428653,46100
"1736",304474615,20100
"1737",304591890,40000
"1738",304602742,76200
"1739",304618170,49500
"1740",304716021,84100
"1741",304795906,50300
"1742",305222358,74600
"1743",305260697,43100
"1744",306119125,64100
"1745",306165797,19300
"1746",306222334,38000
"1747",306236193,67800
"1748",306417867,14200
"1749",306642425,14100
"1750",306761644,20100
"1751",307005518,78900
"1752",307463151,25600
"1753",307503814,27500
"1754",307708437,42600
"1755",307843379,69200
"1756",308052896,79900
"1757",308129761,75300
"1758",308265184,31600
"1759",308380015,46300
"1760",308645683,11400
"1761",308711568,20600
"1762",308806593,75000
"1763",309087439,67800
"1764",309279711,13300
"1765",309341991,85600
"1766",309365590,58600
"1767",309736169,77800
"1768",310057366,63100
"1769",310060910,74100
"1770",310113734,81100
"1771",310209746,15000
"1772",310341582,27700
"1773",310539729,230100
"1774",310704461,30700
"1775",310717397,13700
"1776",310738538,50400
"1777",310855979,62400
"1778",310957325,76500
"1779",311494850,473100
"1780",311562977,89800
"1781",311642148,75100
"1782",311660049,10000
"1783",311871316,52600
"1784",312163770,68000
"1785",312174571,77400
"1786",312363303,73700
"1787",312380280,18400
"1788",312431831,86100
"1789",312519831,72300
"1790",312708699,32600
"1791",312782114,62300
"1792",312875871,86000
"1793",312900637,61500
"1794",312952807,79800
"1795",313084682,19100
"1796",313100204,40100
"1797",313192828,30400
"1798",313257455,50800
"1799",313435250,81000
"1800",313439105,25100
"1801",313447032,82900
"1802",313669693,50700
"1803",313850786,60700
"1804",313873858,89700
"1805",313890530,475700
"1806",313937777,73200
"1807",314147128,17300
"1808",314243690,83200
"1809",314282107,21400
"1810",314502183,16600
"1811",314637375,19000
"1812",314874675,78600
"1813",314956038,56200
"1814",314971401,46500
"1815",315071428,59500
"1816",315374708,59300
"1817",315589723,46300
"1818",315732784,32000
"1819",315950304,14400
"1820",315996598,25700
"1821",316059961,75300
"1822",316215041,25200
"1823",316335328,66400
"1824",316366049,77000
"1825",316435525,377600
"1826",316775625,88800
"1827",316838467,29100
"1828",316849277,85700
"1829",317082609,89300
"1830",317380844,63700
"1831",317446276,26800
"1832",317595621,15700
"1833",317774463,18900
"1834",317851316,30400
"1835",317997981,34000
"1836",318086386,23200
"1837",318387593,46700
"1838",318538279,59400
"1839",318572539,75200
"1840",318861246,15200
"1841",318993975,86400
"1842",319017432,25600
"1843",319030635,23400
"1844",319395562,57400
"1845",319519883,72200
"1846",319646448,52300
"1847",319688434,57900
"1848",319766057,18200
"1849",319767852,10300
"1850",319817456,70900
"1851",320114164,86500
"1852",320161252,50500
"1853",320251793,54400
"1854",320494372,19600
"1855",320569634,56300
"1856",320626707,62300
"1857",320770681,35200
"1858",320806526,11700
"1859",320845943,24600
"1860",320927761,82100
"1861",321129357,67900
"1862",321203462,36700
"1863",321394512,88400
"1864",321421825,26700
"1865",321540809,71000
"1866",321577947,25600
"1867",321615668,46200
"1868",321691601,39600
"1869",321728094,69800
"1870",321878486,18500
"1871",322160833,33800
"1872",322532014,12100
"1873",322544268,17900
"1874",322596664,76500
"1875",322602356,85900
"1876",322843207,52800
"1877",323045577,11500
"1878",323170477,28900
"1879",323338573,77000
"1880",323494379,13100
"1881",323705677,88400
"1882",323939160,67900
"1883",323973268,57900
"1884",324073484,72400
"1885",324099439,66300
"1886",324163088,44900
"1887",324214122,28900
"1888",324320782,71800
"1889",324453036,20900
"1890",324978079,45900
"1891",325215376,30600
"1892",325252005,53200
"1893",325351784,38900
"1894",325484032,63600
"1895",325500736,34100
"1896",325791923,52400
"1897",325959271,55100
"1898",326001712,54900
"1899",326143998,40600
"1900",326464896,60400
"1901",326589423,89100
"1902",326719871,11900
"1903",326840393,67000
"1904",326964163,73200
"1905",327078421,80900
"1906",327136509,67800
"1907",327222027,37400
"1908",327237802,36800
"1909",327609806,36700
"1910",327990533,70800
"1911",328195763,48600
"1912",328270514,76600
"1913",328498028,22200
"1914",328575441,24200
"1915",328648242,74000
"1916",328663229,80600
"1917",328795827,62400
"1918",328815811,17700
"1919",329283520,46500
"1920",329348279,46300
"1921",329366763,66300
"1922",329477177,56400
"1923",329743474,24900
"1924",329775720,17600
"1925",329829969,79800
"1926",329837402,59800
"1927",329962202,17900
"1928",330089826,21400
"1929",330206217,36400
"1930",330333177,52400
"1931",330453860,58100
"1932",330648095,21200
"1933",330799525,34300
"1934",330880887,55900
"1935",330949384,22900
"1936",331126427,60800
"1937",331139277,83000
"1938",331245339,48200
"1939",331333515,15400
"1940",331337799,56400
"1941",331346901,40700
"1942",331464635,87200
"1943",331502006,70900
"1944",331613266,32500
"1945",331640928,83000
"1946",331967808,29100
"1947",332129115,69900
"1948",332264284,24800
"1949",332497972,21700
"1950",332515089,25600
"1951",332579481,82600
"1952",332633308,53000
"1953",332953197,66000
"1954",333233186,87800
"1955",333338836,22600
"1956",333537816,22800
"1957",333552256,67700
"1958",333616375,74900
"1959",333686184,82700
"1960",333787214,80600
"1961",333937367,16700
"1962",333959263,84500
"1963",333969334,80800
"1964",334084227,36100
"1965",334107502,52300
"1966",334277934,57900
"1967",334426650,87600
"1968",334476580,68500
"1969",334502204,65700
"1970",334573219,11500
"1971",334612605,23300
"1972",334741506,82300
"1973",334766216,21600
"1974",334783809,80900
"1975",334816034,72600
"1976",334844170,53800
"1977",334848694,82500
"1978",334859137,38600
"1979",334918797,66500
"1980",334941795,86700
"1981",335039451,20400
"1982",335054207,70700
"1983",335201773,52200
"1984",335266404,25400
"1985",335273004,16500
"1986",335390470,75500
"1987",335419974,12600
"1988",335456586,71300
"1989",335531171,16100
"1990",335676720,17200
"1991",335781920,85900
"1992",335944860,40400
"1993",336030495,64500
"1994",336174450,49100
"1995",336214455,42400
"1996",336381310,32100
"1997",336523839,13300
"1998",336556063,60400
"1999",336714897,31700
"2000",336980779,29100
"2001",337025620,63400
"2002",337115211,26700
"2003",337119566,13200
"2004",337145269,76000
"2005",337209435,56400
"2006",337282520,82500
"2007",337351657,12200
"2008",337439413,65100
"2009",337670794,48400
"2010",337720909,63400
"2011",337723796,85200
"2012",337725050,12400
"2013",337968476,33400
"2014",338267383,22400
"2015",338355669,30400
"2016",338616294,33900
"2017",338687957,37500
"2018",338907464,50500
"2019",338988590,29600
"2020",339112188,89900
"2021",339609871,72400
"2022",339736191,58300
"2023",339795905,58400
"2024",339886216,10000
"2025",340365792,47300
"2026",340375023,86100
"2027",340375908,79200
"2028",340456846,82900
"2029",340756605,36400
"2030",340781594,85300
"2031",340797778,13300
"2032",340829378,51100
"2033",340894836,27900
"2034",340910816,18600
"2035",341329945,78100
"2036",341384893,62200
"2037",341531618,84600
"2038",341583708,20800
"2039",341643896,23200
"2040",341793501,47300
"2041",341854756,53000
"2042",341989741,86400
"2043",342360854,77800
"2044",342415016,77400
"2045",342452706,19200
"2046",342549861,27600
"2047",342590883,12400
"2048",342646799,84400
"2049",342666439,17100
"2050",342820161,20500
"2051",342829036,67700
"2052",342852155,81800
"2053",342907407,85100
"2054",343009117,32500
"2055",343058209,65600
"2056",343188878,88800
"2057",343210149,62100
"2058",343254683,47900
"2059",343291053,80100
"2060",343435738,81900
"2061",343457844,47800
"2062",343502153,26800
"2063",343503974,34000
"2064",343649915,65100
"2065",343796320,55600
"2066",343814539,76000
"2067",343971720,70400
"2068",344115087,50900
"2069",344356936,21600
"2070",344364219,38700
"2071",344511334,31900
"2072",344639692,34100
"2073",344653809,33100
"2074",344801743,74800
"2075",344938506,62900
"2076",345239243,26400
"2077",345338139,50900
"2078",345347627,26900
"2079",345350112,58100
"2080",345752075,68400
"2081",345850048,40900
"2082",345858276,14900
"2083",346017204,61300
"2084",346077336,35600
"2085",346188118,12100
"2086",346280398,30800
"2087",346418232,66900
"2088",346429999,62100
"2089",346437069,41000
"2090",346438461,20000
"2091",346457381,42900
"2092",346595069,11500
"2093",346608154,10500
"2094",346617035,34800
"2095",346671691,37000
"2096",346772818,87800
"2097",346937291,21500
"2098",347001316,74800
"2099",347165146,34900
"2100",347409264,15400
"2101",347425990,56600
"2102",347549668,73600
"2103",347551112,63700
"2104",347627135,22200
"2105",347938204,56400
"2106",347966356,18800
"2107",348234228,74800
"2108",348280514,74200
"2109",348624791,41500
"2110",348734531,78500
"2111",348891084,76200
"2112",349032810,36100
"2113",349037466,19400
"2114",349123697,124300
"2115",349171828,51300
"2116",349185303,75000
"2117",349577353,35900
"2118",349904645,35000
"2119",349944098,82700
"2120",350008240,82000
"2121",350240342,21800
"2122",350315084,59200
"2123",350805669,25700
"2124",350827948,61200
"2125",350846709,83900
"2126",350893530,16600
"2127",350984584,67800
"2128",351055642,16500
"2129",351068821,31200
"2130",351312284,68700
"2131",351389717,88500
"2132",351404918,34700
"2133",351720316,22800
"2134",351957629,64600
"2135",352184711,77700
"2136",352227277,85900
"2137",352639412,71500
"2138",352819134,34000
"2139",352843960,74500
"2140",352925729,64000
"2141",353088219,64800
"2142",353214147,13500
"2143",353236179,30900
"2144",353304040,89500
"2145",353416373,83000
"2146",353515773,84500
"2147",353526361,55300
"2148",353641086,28300
"2149",353700994,37100
"2150",353822229,73800
"2151",353945389,83200
"2152",353949160,65800
"2153",354030229,64400
"2154",354068463,64200
"2155",354144765,85500
"2156",354181626,44800
"2157",354197718,85900
"2158",354294571,36000
"2159",354344263,26800
"2160",354413111,25700
"2161",354430810,26800
"2162",354455625,12000
"2163",354570440,30600
"2164",354636369,22400
"2165",354854880,26200
"2166",354894430,80500
"2167",354979911,11800
"2168",355054889,35600
"2169",355085684,41300
"2170",355179972,48000
"2171",355244270,76500
"2172",355346833,61800
"2173",355450604,49300
"2174",355463538,74800
"2175",355472189,59400
"2176",355490144,61400
"2177",355554607,40700
"2178",355613939,52600
"2179",355662529,77000
"2180",355740230,39500
"2181",355819446,77700
"2182",355822327,41100
"2183",355850661,26100
"2184",355932327,10500
"2185",356008307,58900
"2186",356040598,52100
"2187",356257718,20800
"2188",356394162,64000
"2189",356547590,63400
"2190",356559423,31600
"2191",356665148,84700
"2192",356785950,14200
"2193",357169491,85400
"2194",357206879,57000
"2195",357212590,28500
"2196",357215393,77000
"2197",357237309,42200
"2198",357494527,73600
"2199",357681569,64000
"2200",357715334,12400
"2201",357721399,20000
"2202",358086976,20400
"2203",358139493,72800
"2204",358177498,52800
"2205",358287336,43800
"2206",358583436,83600
"2207",358917125,43600
"2208",358960034,31600
"2209",358997981,26600
"2210",359003892,14300
"2211",359131084,17400
"2212",359205916,22400
"2213",359356649,19000
"2214",359363762,82400
"2215",359457709,33500
"2216",359527504,50100
"2217",359729341,86500
"2218",360085657,84100
"2219",360136676,85700
"2220",360141469,39500
"2221",360158820,55900
"2222",360641607,51200
"2223",361114557,61500
"2224",361447396,75400
"2225",361660921,498500
"2226",361779808,52200
"2227",361865829,39000
"2228",361895425,29400
"2229",361911744,16300
"2230",362053524,44000
"2231",362132814,36300
"2232",362156418,79800
"2233",362218791,61300
"2234",362414006,66300
"2235",362437772,51400
"2236",362616509,42400
"2237",362831134,41700
"2238",362844198,55000
"2239",362877324,70200
"2240",362878596,36000
"2241",362959088,79600
"2242",363190298,54200
"2243",363329106,64000
"2244",363401329,49600
"2245",363854667,35300
"2246",364132426,38700
"2247",364175656,27500
"2248",364222812,82000
"2249",364286895,66600
"2250",364298172,50800
"2251",364621850,14200
"2252",364641326,80000
"2253",364676893,58800
"2254",365151097,16900
"2255",365233343,82600
"2256",365500494,56700
"2257",365606499,87200
"2258",365723965,15200
"2259",365796403,81000
"2260",365993026,61400
"2261",366061566,51600
"2262",366103754,29200
"2263",366139335,76900
"2264",366263062,15100
"2265",366329146,51300
"2266",366438507,37700
"2267",367033343,67300
"2268",367095292,68500
"2269",367103089,68800
"2270",367186716,14400
"2271",367196361,18400
"2272",367239672,41600
"2273",367258236,79900
"2274",367315227,54600
"2275",367369423,31900
"2276",367583423,43500
"2277",367690509,10800
"2278",367718631,19500
"2279",367741547,42000
"2280",367796964,57400
"2281",367800009,85700
"2282",367853457,35300
"2283",367914407,70700
"2284",368290387,44800
"2285",368328166,51800
"2286",368332092,47800
"2287",368514000,58600
"2288",368569373,43900
"2289",368578850,70500
"2290",368784333,13200
"2291",368831348,25600
"2292",368945912,58300
"2293",369146819,56300
"2294",369283022,54500
"2295",369321854,35100
"2296",369516730,20300
"2297",369546366,60700
"2298",369774691,55700
"2299",369886144,52800
"2300",369953722,53600
"2301",369958006,31700
"2302",370032222,39900
"2303",370092634,69400
"2304",370102005,22200
"2305",370157605,38400
"2306",370201696,21600
"2307",370505455,78900
"2308",370540310,355800
"2309",370718533,25800
"2310",370736309,47900
"2311",370740533,47700
"2312",370848034,86400
"2313",370893854,309400
"2314",371281535,44100
"2315",371509738,77800
"2316",371723676,21500
"2317",371731478,33300
"2318",371762777,67500
"2319",372095211,14800
"2320",372275017,62700
"2321",372448065,75300
"2322",372826621,11000
"2323",372924837,15100
"2324",373098905,14900
"2325",373116532,54600
"2326",373199831,86100
"2327",373853539,47600
"2328",373944310,25600
"2329",374020233,37700
"2330",374148292,58200
"2331",374433336,55000
"2332",374559748,61300
"2333",374577512,51200
"2334",374677529,50200
"2335",375005381,81100
"2336",375139454,58400
"2337",375239796,25200
"2338",375586245,53700
"2339",375652657,59500
"2340",375696423,78000
"2341",375719827,87900
"2342",375769450,18400
"2343",375889031,86300
"2344",375950889,15000
"2345",375985862,10800
"2346",376013041,73300
"2347",376133374,76000
"2348",376250318,47300
"2349",376612338,34700
"2350",376743150,85400
"2351",376824383,63900
"2352",377057980,47700
"2353",377123107,19700
"2354",377149821,26900
"2355",377154996,11200
"2356",377207448,13600
"2357",377304498,82400
"2358",377328975,54400
"2359",377370062,42100
"2360",377448014,27300
"2361",377501077,36200
"2362",377627107,27600
"2363",377715273,26800
"2364",377816737,77400
"2365",377864953,33000
"2366",377934170,39700
"2367",378105846,70900
"2368",378215720,17400
"2369",378242181,62000
"2370",378361169,30800
"2371",378364464,15700
"2372",378389489,29100
"2373",378403829,71700
"2374",378626100,68900
"2375",378772939,30500
"2376",378849508,66000
"2377",379058545,65300
"2378",379079588,10200
"2379",379283888,28100
"2380",379359448,63300
"2381",379484024,43300
"2382",379484407,68000
"2383",379620538,32700
"2384",379893647,13600
"2385",379995654,56600
"2386",380058676,34700
"2387",380497791,21200
"2388",380551835,46700
"2389",380779983,46500
"2390",380831550,47900
"2391",380916593,64400
"2392",380922281,86600
"2393",381003856,79100
"2394",381040125,80900
"2395",381046996,17200
"2396",381067100,72200
"2397",381277421,41900
"2398",381305090,48800
"2399",381440951,53400
"2400",381717369,16100
"2401",381827245,73800
"2402",381836002,56800
"2403",382178655,27900
"2404",382178848,89300
"2405",382377902,81600
"2406",382417731,53100
"2407",382465939,47100
"2408",382479013,65400
"2409",382522377,88100
"2410",382555231,83900
"2411",382848102,71500
"2412",382901255,65000
"2413",382928022,80900
"2414",383248836,82000
"2415",383387085,53000
"2416",383762179,54500
"2417",383850479,63400
"2418",383903994,55400
"2419",383917185,17400
"2420",384024798,53400
"2421",384185740,43900
"2422",384213049,64300
"2423",384357523,19800
"2424",384486411,46800
"2425",384607339,76800
"2426",384888827,85200
"2427",385048417,73400
"2428",385062414,82300
"2429",385283628,23600
"2430",385354503,24500
"2431",385359726,27400
"2432",385476949,39700
"2433",385534896,82600
"2434",385647454,44900
"2435",385754827,75400
"2436",385794804,78100
"2437",386143936,50400
"2438",386196829,15200
"2439",386286209,17000
"2440",386376791,59700
"2441",386422803,74900
"2442",386425691,52900
"2443",386484665,71000
"2444",386619909,85500
"2445",386718096,33700
"2446",386725289,24000
"2447",386754805,35800
"2448",386854508,48300
"2449",386873774,57900
"2450",387122868,61400
"2451",387184062,37300
"2452",387185377,52000
"2453",387505251,38500
"2454",387602340,29200
"2455",387797839,80900
"2456",387858292,34400
"2457",387915703,21500
"2458",387945412,22500
"2459",388148644,30400
"2460",388369745,12400
"2461",388467493,51900
"2462",388688186,30800
"2463",388716065,29300
"2464",388811950,82200
"2465",388838589,80300
"2466",389112130,78000
"2467",389114964,46700
"2468",389210039,40900
"2469",389230769,57700
"2470",389510180,10700
"2471",389584172,24600
"2472",389711990,25300
"2473",389855475,44900
"2474",390221256,56800
"2475",390249919,77000
"2476",390344700,27600
"2477",390393631,84300
"2478",390491689,61200
"2479",390568111,77800
"2480",390602762,78100
"2481",390675203,396000
"2482",390827734,46800
"2483",391090180,88800
"2484",391118784,77200
"2485",391132348,35300
"2486",391168969,76100
"2487",391190407,67500
"2488",391282856,81900
"2489",391342578,31800
"2490",391364553,34400
"2491",391423210,58000
"2492",391901189,75700
"2493",391967922,15700
"2494",392177155,72500
"2495",392231826,28600
"2496",392270531,52300
"2497",392480604,29900
"2498",392680054,74400
"2499",392726988,72400
"2500",392845256,79700
"2501",393035052,47100
"2502",393275634,25700
"2503",393362956,63800
"2504",393378008,89500
"2505",393387055,64100
"2506",393445768,22400
"2507",393773164,55200
"2508",393805585,36000
"2509",393811905,51300
"2510",394007004,85700
"2511",394325677,82700
"2512",394488662,63500
"2513",394654918,80600
"2514",395036301,45700
"2515",395154664,77100
"2516",395176936,64600
"2517",395502311,50000
"2518",395592942,34600
"2519",395656894,20100
"2520",395752082,42300
"2521",396208829,25000
"2522",396310462,59100
"2523",396609275,29600
"2524",396632550,30800
"2525",396842321,29000
"2526",396965212,81200
"2527",397090035,26700
"2528",397098348,87700
"2529",397166218,68100
"2530",397201128,73100
"2531",397450405,28500
"2532",397501535,86900
"2533",397559561,70400
"2534",397625841,18900
"2535",397660618,59000
"2536",397676352,25300
"2537",397741680,37500
"2538",397969023,66000
"2539",398252773,33400
"2540",398337160,81900
"2541",398416514,83800
"2542",398518185,46100
"2543",398602311,25800
"2544",398689718,368100
"2545",398721252,66700
"2546",398882262,16400
"2547",399067695,54400
"2548",399093812,46200
"2549",399437598,18000
"2550",399622718,29300
"2551",399703791,86200
"2552",399715240,17200
"2553",399825208,49700
"2554",399896552,59200
"2555",399962973,68000
"2556",400088911,51700
"2557",400555129,87400
"2558",400640777,38000
"2559",400640862,54800
"2560",400959616,68300
"2561",401086628,14700
"2562",401433116,38100
"2563",401661353,72700
"2564",401784580,40300
"2565",402147485,45000
"2566",402372910,77100
"2567",402568682,22300
"2568",402651194,78800
"2569",403150832,69900
"2570",403317394,70300
"2571",403382325,34000
"2572",403431947,68100
"2573",403505800,88700
"2574",403998855,79000
"2575",404063272,18400
"2576",404237929,28500
"2577",404254114,72900
"2578",404334180,49800
"2579",404368947,48400
"2580",404756743,80300
"2581",404784529,65100
"2582",404876476,83500
"2583",404908759,18000
"2584",404991199,69600
"2585",405044609,65500
"2586",405161764,53900
"2587",405276432,40800
"2588",405387957,43200
"2589",405525147,80500
"2590",405742382,77200
"2591",405780734,36900
"2592",405964674,67100
"2593",406026993,13000
"2594",406033098,55500
"2595",406337726,68900
"2596",406701883,69300
"2597",406888641,29500
"2598",406888707,68000
"2599",407278069,81900
"2600",407500126,85900
"2601",407542706,66300
"2602",407550887,75600
"2603",407688261,57500
"2604",407827266,27600
"2605",407890796,31700
"2606",407912342,24000
"2607",408034272,46900
"2608",408105501,27100
"2609",408178140,24500
"2610",408283070,41100
"2611",408419806,17400
"2612",408562711,52800
"2613",408692569,34300
"2614",408813959,56000
"2615",408920311,77200
"2616",409099938,70000
"2617",409134811,66100
"2618",409141548,37800
"2619",409303840,12100
"2620",409335230,11800
"2621",409383550,56900
"2622",409507848,25100
"2623",409515175,45900
"2624",410006785,69700
"2625",410353980,75200
"2626",410490350,39300
"2627",410554030,17000
"2628",410601379,10500
"2629",410648587,31600
"2630",410675305,84500
"2631",410751558,82000
"2632",410877615,57000
